NAME OF DATA ELEMENT,dev-category,developer-friendly name,API data type,INDEX,VARIABLE NAME,VALUE,LABEL,SOURCE,SHOWN/USE ON SITE,NOTES,
Award of at least two but less than four academic years in Architecture And Related Services.,academics,program.certificate_lt_4_yr.architecture,integer,,CIP04CERT4,,,IPEDS,,ibid,
Bachelor's degree in Architecture And Related Services.,academics,program.bachelors.architecture,integer,,CIP04BACHL,,,IPEDS,,ibid,
"Certificate of less than one academic year in Area, Ethnic, Cultural, Gender, And Group Studies.",academics,program.certificate_lt_1_yr.ethnic_cultural_gender,integer,,CIP05CERT1,,,IPEDS,,ibid,
"Certificate of at least one but less than two academic years in Area, Ethnic, Cultural, Gender, And Group Studies.",academics,program.certificate_lt_2_yr.ethnic_cultural_gender,integer,,CIP05CERT2,,,IPEDS,,ibid,
"Associate degree in Area, Ethnic, Cultural, Gender, And Group Studies.",academics,program.assoc.ethnic_cultural_gender,integer,,CIP05ASSOC,,,IPEDS,,ibid,
"Award of at least two but less than four academic years in Area, Ethnic, Cultural, Gender, And Group Studies.",academics,program.certificate_lt_4_yr.ethnic_cultural_gender,integer,,CIP05CERT4,,,IPEDS,,ibid,
"Bachelor's degree in Area, Ethnic, Cultural, Gender, And Group Studies.",academics,program.bachelors.ethnic_cultural_gender,integer,,CIP05BACHL,,,IPEDS,,ibid,
"Certificate of less than one academic year in Communication, Journalism, And Related Programs.",academics,program.certificate_lt_1_yr.communication,integer,,CIP09CERT1,,,IPEDS,,ibid,
"Certificate of at least one but less than two academic years in Communication, Journalism, And Related Programs.",academics,program.certificate_lt_2_yr.communication,integer,,CIP09CERT2,,,IPEDS,,ibid,
"Associate degree in Communication, Journalism, And Related Programs.",academics,program.assoc.communication,integer,,CIP09ASSOC,,,IPEDS,,ibid,
"Award of at least two but less than four academic years in Communication, Journalism, And Related Programs.",academics,program.certificate_lt_4_yr.communication,integer,,CIP09CERT4,,,IPEDS,,ibid,
"Bachelor's degree in Communication, Journalism, And Related Programs.",academics,program.bachelors.communication,integer,,CIP09BACHL,,,IPEDS,,ibid,
Certificate of less than one academic year in Communications Technologies/Technicians And Support Services.,academics,program.certificate_lt_1_yr.communications_technology,integer,,CIP10CERT1,,,IPEDS,,ibid,
Certificate of at least one but less than two academic years in Communications Technologies/Technicians And Support Services.,academics,program.certificate_lt_2_yr.communications_technology,integer,,CIP10CERT2,,,IPEDS,,ibid,
Associate degree in Communications Technologies/Technicians And Support Services.,academics,program.assoc.communications_technology,integer,,CIP10ASSOC,,,IPEDS,,ibid,
Award of at least two but less than four academic years in Communications Technologies/Technicians And Support Services.,academics,program.certificate_lt_4_yr.communications_technology,integer,,CIP10CERT4,,,IPEDS,,ibid,
Bachelor's degree in Communications Technologies/Technicians And Support Services.,academics,program.bachelors.communications_technology,integer,,CIP10BACHL,,,IPEDS,,ibid,
Certificate of less than one academic year in Computer And Information Sciences And Support Services.,academics,program.certificate_lt_1_yr.computer,integer,,CIP11CERT1,,,IPEDS,,ibid,
Certificate of at least one but less than two academic years in Computer And Information Sciences And Support Services.,academics,program.certificate_lt_2_yr.computer,integer,,CIP11CERT2,,,IPEDS,,ibid,
Associate degree in Computer And Information Sciences And Support Services.,academics,program.assoc.computer,integer,,CIP11ASSOC,,,IPEDS,,ibid,
Award of at least two but less than four academic years in Computer And Information Sciences And Support Services.,academics,program.certificate_lt_4_yr.computer,integer,,CIP11CERT4,,,IPEDS,,ibid,
Bachelor's degree in Computer And Information Sciences And Support Services.,academics,program.bachelors.computer,integer,,CIP11BACHL,,,IPEDS,,ibid,
Certificate of less than one academic year in Personal And Culinary Services.,academics,program.certificate_lt_1_yr.personal_culinary,integer,,CIP12CERT1,,,IPEDS,,ibid,
Certificate of at least one but less than two academic years in Personal And Culinary Services.,academics,program.certificate_lt_2_yr.personal_culinary,integer,,CIP12CERT2,,,IPEDS,,ibid,
Associate degree in Personal And Culinary Services.,academics,program.assoc.personal_culinary,integer,,CIP12ASSOC,,,IPEDS,,ibid,
Award of at least two but less than four academic years in Personal And Culinary Services.,academics,program.certificate_lt_4_yr.personal_culinary,integer,,CIP12CERT4,,,IPEDS,,ibid,
Bachelor's degree in Personal And Culinary Services.,academics,program.bachelors.personal_culinary,integer,,CIP12BACHL,,,IPEDS,,ibid,
Certificate of less than one academic year in Education.,academics,program.certificate_lt_1_yr.education,integer,,CIP13CERT1,,,IPEDS,,ibid,
Certificate of at least one but less than two academic years in Education.,academics,program.certificate_lt_2_yr.education,integer,,CIP13CERT2,,,IPEDS,,ibid,
Associate degree in Education.,academics,program.assoc.education,integer,,CIP13ASSOC,,,IPEDS,,ibid,
Award of at least two but less than four academic years in Education.,academics,program.certificate_lt_4_yr.education,integer,,CIP13CERT4,,,IPEDS,,ibid,
Bachelor's degree in Education.,academics,program.bachelors.education,integer,,CIP13BACHL,,,IPEDS,,ibid,
Certificate of less than one academic year in Engineering.,academics,program.certificate_lt_1_yr.engineering,integer,,CIP14CERT1,,,IPEDS,,ibid,
Certificate of at least one but less than two academic years in Engineering.,academics,program.certificate_lt_2_yr.engineering,integer,,CIP14CERT2,,,IPEDS,,ibid,
Associate degree in Engineering.,academics,program.assoc.engineering,integer,,CIP14ASSOC,,,IPEDS,,ibid,
Award of at least two but less than four academic years in Engineering.,academics,program.certificate_lt_4_yr.engineering,integer,,CIP14CERT4,,,IPEDS,,ibid,
Bachelor's degree in Engineering.,academics,program.bachelors.engineering,integer,,CIP14BACHL,,,IPEDS,,ibid,
Certificate of less than one academic year in Engineering Technologies And Engineering-Related Fields.,academics,program.certificate_lt_1_yr.engineering_technology,integer,,CIP15CERT1,,,IPEDS,,ibid,
Certificate of at least one but less than two academic years in Engineering Technologies And Engineering-Related Fields.,academics,program.certificate_lt_2_yr.engineering_technology,integer,,CIP15CERT2,,,IPEDS,,ibid,
Associate degree in Engineering Technologies And Engineering-Related Fields.,academics,program.assoc.engineering_technology,integer,,CIP15ASSOC,,,IPEDS,,ibid,
Award of at least two but less than four academic years in Engineering Technologies And Engineering-Related Fields.,academics,program.certificate_lt_4_yr.engineering_technology,integer,,CIP15CERT4,,,IPEDS,,ibid,
Bachelor's degree in Engineering Technologies And Engineering-Related Fields.,academics,program.bachelors.engineering_technology,integer,,CIP15BACHL,,,IPEDS,,ibid,
"Certificate of less than one academic year in Foreign Languages, Literatures, And Linguistics.",academics,program.certificate_lt_1_yr.language,integer,,CIP16CERT1,,,IPEDS,,ibid,
"Certificate of at least one but less than two academic years in Foreign Languages, Literatures, And Linguistics.",academics,program.certificate_lt_2_yr.language,integer,,CIP16CERT2,,,IPEDS,,ibid,
"Associate degree in Foreign Languages, Literatures, And Linguistics.",academics,program.assoc.language,integer,,CIP16ASSOC,,,IPEDS,,ibid,
"Award of at least two but less than four academic years in Foreign Languages, Literatures, And Linguistics.",academics,program.certificate_lt_4_yr.language,integer,,CIP16CERT4,,,IPEDS,,ibid,
"Bachelor's degree in Foreign Languages, Literatures, And Linguistics.",academics,program.bachelors.language,integer,,CIP16BACHL,,,IPEDS,,ibid,
Certificate of less than one academic year in Family And Consumer Sciences/Human Sciences.,academics,program.certificate_lt_1_yr.family_consumer_science,integer,,CIP19CERT1,,,IPEDS,,ibid,
Certificate of at least one but less than two academic years in Family And Consumer Sciences/Human Sciences.,academics,program.certificate_lt_2_yr.family_consumer_science,integer,,CIP19CERT2,,,IPEDS,,ibid,
Associate degree in Family And Consumer Sciences/Human Sciences.,academics,program.assoc.family_consumer_science,integer,,CIP19ASSOC,,,IPEDS,,ibid,
Award of at least two but less than four academic years in Family And Consumer Sciences/Human Sciences.,academics,program.certificate_lt_4_yr.family_consumer_science,integer,,CIP19CERT4,,,IPEDS,,ibid,
Bachelor's degree in Family And Consumer Sciences/Human Sciences.,academics,program.bachelors.family_consumer_science,integer,,CIP19BACHL,,,IPEDS,,ibid,
Certificate of less than one academic year in Legal Professions And Studies.,academics,program.certificate_lt_1_yr.legal,integer,,CIP22CERT1,,,IPEDS,,ibid,
Certificate of at least one but less than two academic years in Legal Professions And Studies.,academics,program.certificate_lt_2_yr.legal,integer,,CIP22CERT2,,,IPEDS,,ibid,
Associate degree in Legal Professions And Studies.,academics,program.assoc.legal,integer,,CIP22ASSOC,,,IPEDS,,ibid,
Award of at least two but less than four academic years in Legal Professions And Studies.,academics,program.certificate_lt_4_yr.legal,integer,,CIP22CERT4,,,IPEDS,,ibid,
Bachelor's degree in Legal Professions And Studies.,academics,program.bachelors.legal,integer,,CIP22BACHL,,,IPEDS,,ibid,
Certificate of less than one academic year in English Language And Literature/Letters.,academics,program.certificate_lt_1_yr.english,integer,,CIP23CERT1,,,IPEDS,,ibid,
Certificate of at least one but less than two academic years in English Language And Literature/Letters.,academics,program.certificate_lt_2_yr.english,integer,,CIP23CERT2,,,IPEDS,,ibid,
Associate degree in English Language And Literature/Letters.,academics,program.assoc.english,integer,,CIP23ASSOC,,,IPEDS,,ibid,
Award of at least two but less than four academic years in English Language And Literature/Letters.,academics,program.certificate_lt_4_yr.english,integer,,CIP23CERT4,,,IPEDS,,ibid,
Bachelor's degree in English Language And Literature/Letters.,academics,program.bachelors.english,integer,,CIP23BACHL,,,IPEDS,,ibid,
"Certificate of less than one academic year in Liberal Arts And Sciences, General Studies And Humanities.",academics,program.certificate_lt_1_yr.humanities,integer,,CIP24CERT1,,,IPEDS,,ibid,
"Certificate of at least one but less than two academic years in Liberal Arts And Sciences, General Studies And Humanities.",academics,program.certificate_lt_2_yr.humanities,integer,,CIP24CERT2,,,IPEDS,,ibid,
"Associate degree in Liberal Arts And Sciences, General Studies And Humanities.",academics,program.assoc.humanities,integer,,CIP24ASSOC,,,IPEDS,,ibid,
"Award of at least two but less than four academic years in Liberal Arts And Sciences, General Studies And Humanities.",academics,program.certificate_lt_4_yr.humanities,integer,,CIP24CERT4,,,IPEDS,,ibid,
"Bachelor's degree in Liberal Arts And Sciences, General Studies And Humanities.",academics,program.bachelors.humanities,integer,,CIP24BACHL,,,IPEDS,,ibid,
Certificate of less than one academic year in Library Science.,academics,program.certificate_lt_1_yr.library,integer,,CIP25CERT1,,,IPEDS,,ibid,
Certificate of at least one but less than two academic years in Library Science.,academics,program.certificate_lt_2_yr.library,integer,,CIP25CERT2,,,IPEDS,,ibid,
Associate degree in Library Science.,academics,program.assoc.library,integer,,CIP25ASSOC,,,IPEDS,,ibid,
Award of at least two but less than four academic years in Library Science.,academics,program.certificate_lt_4_yr.library,integer,,CIP25CERT4,,,IPEDS,,ibid,
Bachelor's degree in Library Science.,academics,program.bachelors.library,integer,,CIP25BACHL,,,IPEDS,,ibid,
Certificate of less than one academic year in Biological And Biomedical Sciences.,academics,program.certificate_lt_1_yr.biological,integer,,CIP26CERT1,,,IPEDS,,ibid,
Certificate of at least one but less than two academic years in Biological And Biomedical Sciences.,academics,program.certificate_lt_2_yr.biological,integer,,CIP26CERT2,,,IPEDS,,ibid,
Associate degree in Biological And Biomedical Sciences.,academics,program.assoc.biological,integer,,CIP26ASSOC,,,IPEDS,,ibid,
Award of at least two but less than four academic years in Biological And Biomedical Sciences.,academics,program.certificate_lt_4_yr.biological,integer,,CIP26CERT4,,,IPEDS,,ibid,
Bachelor's degree in Biological And Biomedical Sciences.,academics,program.bachelors.biological,integer,,CIP26BACHL,,,IPEDS,,ibid,
Certificate of less than one academic year in Mathematics And Statistics.,academics,program.certificate_lt_1_yr.mathematics,integer,,CIP27CERT1,,,IPEDS,,ibid,
Certificate of at least one but less than two academic years in Mathematics And Statistics.,academics,program.certificate_lt_2_yr.mathematics,integer,,CIP27CERT2,,,IPEDS,,ibid,
Associate degree in Mathematics And Statistics.,academics,program.assoc.mathematics,integer,,CIP27ASSOC,,,IPEDS,,ibid,
Award of at least two but less than four academic years in Mathematics And Statistics.,academics,program.certificate_lt_4_yr.mathematics,integer,,CIP27CERT4,,,IPEDS,,ibid,
Bachelor's degree in Mathematics And Statistics.,academics,program.bachelors.mathematics,integer,,CIP27BACHL,,,IPEDS,,ibid,
Certificate of less than one academic year in Military Technologies And Applied Sciences.,academics,program.certificate_lt_1_yr.military,integer,,CIP29CERT1,,,IPEDS,,ibid,
Certificate of at least one but less than two academic years in Military Technologies And Applied Sciences.,academics,program.certificate_lt_2_yr.military,integer,,CIP29CERT2,,,IPEDS,,ibid,
Associate degree in Military Technologies And Applied Sciences.,academics,program.assoc.military,integer,,CIP29ASSOC,,,IPEDS,,ibid,
Award of at least two but less than four academic years in Military Technologies And Applied Sciences.,academics,program.certificate_lt_4_yr.military,integer,,CIP29CERT4,,,IPEDS,,ibid,
Bachelor's degree in Military Technologies And Applied Sciences.,academics,program.bachelors.military,integer,,CIP29BACHL,,,IPEDS,,ibid,
Certificate of less than one academic year in Multi/Interdisciplinary Studies.,academics,program.certificate_lt_1_yr.multidiscipline,integer,,CIP30CERT1,,,IPEDS,,ibid,
Certificate of at least one but less than two academic years in Multi/Interdisciplinary Studies.,academics,program.certificate_lt_2_yr.multidiscipline,integer,,CIP30CERT2,,,IPEDS,,ibid,
Associate degree in Multi/Interdisciplinary Studies.,academics,program.assoc.multidiscipline,integer,,CIP30ASSOC,,,IPEDS,,ibid,
Award of at least two but less than four academic years in Multi/Interdisciplinary Studies.,academics,program.certificate_lt_4_yr.multidiscipline,integer,,CIP30CERT4,,,IPEDS,,ibid,
Bachelor's degree in Multi/Interdisciplinary Studies.,academics,program.bachelors.multidiscipline,integer,,CIP30BACHL,,,IPEDS,,ibid,
"Certificate of less than one academic year in Parks, Recreation, Leisure, And Fitness Studies.",academics,program.certificate_lt_1_yr.parks_recreation_fitness,integer,,CIP31CERT1,,,IPEDS,,ibid,
"Certificate of at least one but less than two academic years in Parks, Recreation, Leisure, And Fitness Studies.",academics,program.certificate_lt_2_yr.parks_recreation_fitness,integer,,CIP31CERT2,,,IPEDS,,ibid,
"Associate degree in Parks, Recreation, Leisure, And Fitness Studies.",academics,program.assoc.parks_recreation_fitness,integer,,CIP31ASSOC,,,IPEDS,,ibid,
"Award of at least two but less than four academic years in Parks, Recreation, Leisure, And Fitness Studies.",academics,program.certificate_lt_4_yr.parks_recreation_fitness,integer,,CIP31CERT4,,,IPEDS,,ibid,
"Bachelor's degree in Parks, Recreation, Leisure, And Fitness Studies.",academics,program.bachelors.parks_recreation_fitness,integer,,CIP31BACHL,,,IPEDS,,ibid,
