anio,edad,pais,departamento,region,ciudad,genero,estadocivil,hogar,hijos,educacion,actividad,q10,q11,q12,q13,q14,q15r1,q15r2,q15r3,q15r4,q16r1,q16r2,q16r3,q17,tratamiento,q18,q19,q20,q21,q22r1,q22r2,q22r3,q23r1,q23r2,q23r3,q23r4,q23r5,q23r6,q23r7,q23r8,q24r1,q24r2,q24r3,q24r4,q24r5,q25a1,q25a2,q25a3,q25a4,q25a5,q25a6,q25a7,q25a8,q25a9,q25a1d
1961,50 a 64 años,México,Puebla,Centro,"Puebla, Pue.",Masculino,Casado(a) / Unión Civil,2,Sí,Media completa,"Negocio propio, independiente o por cuenta propia",3,Sí,No,8,Entre 0 y 7.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo en desacuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Placebo,Menos de 5,Entre 10 y 20,Algo de acuerdo,Una organización que protege el medio ambiente.,Bueno,Bueno,Bueno,En desacuerdo,De acuerdo,Algo en desacuerdo,Algo de acuerdo,En desacuerdo,De acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
2001,18 a 29 años,México,México,Centro,Ecatepec,Masculino,Soltero(a),5,No,Terciaria/Universitaria incompleta,Estudiante,3,Sí,No,No sabe / Prefiere no contestar,Entre 7.300 y 11.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,De acuerdo,Algo de acuerdo,Circunstancias fuera de su control,Informativo,Entre 5 y 10,Más de 30,Algo de acuerdo,Una organización que protege el medio ambiente.,Bueno,Bueno,Bueno,De acuerdo,De acuerdo,Algo en desacuerdo,En desacuerdo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1955,Más de 65 años,México,Coahuila,Norte,TORREON COAHUILA,Femenino,Casado(a) / Unión Civil,5,Sí,Media incompleta,A cargo de las tareas del hogar/ crianza de los hijos,3,No,No,0 - Izquierda,Entre 11.300 y 16.400,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,De acuerdo,Falta de esfuerzo por su parte,Emotivo,Entre 5 y 10,Menos de 5 personas,De acuerdo,Una organización que ayuda a las personas pobres.,Depende,Bueno,Depende,Algo de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No sabe / Prefiere no contestar,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,"Si, como mis vecinos",,,,
1954,Más de 65 años,México,Morelos,Centro,Emiliano Zapata,Masculino,Separado(a) / Divorciado(a) / Viudo(a),5,Sí,Terciaria/Universitaria completa o más,Desempleado(a) y buscando trabajo,2,Sí,No,1,Entre 0 y 7.300,,,,No sabe / Prefiere no contestar,De acuerdo,De acuerdo,De acuerdo,Falta de esfuerzo por su parte,Emotivo,Menos de 5,Menos de 5 personas,Algo de acuerdo,Una organización que ayuda a las personas pobres.,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Depende,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,"Si, como mis amigos",,"Si, como mis empleados o prestadores de servicios para mi","Si, como mis empleadores",,,,,,
1966,50 a 64 años,México,Chihuahua,Norte,Chihuahua,Masculino,Soltero(a),1,Sí,Terciaria/Universitaria completa o más,"Negocio propio, independiente o por cuenta propia",3,No,No,5,Entre 16.400 y 25.100,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,Algo de acuerdo,De acuerdo,Falta de esfuerzo por su parte,Placebo,Entre 5 y 10,Menos de 5 personas,De acuerdo,Una organización que protege el medio ambiente.,Depende,Depende,Depende,Algo en desacuerdo,Algo de acuerdo,En desacuerdo,En desacuerdo,Algo en desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,,,,,,,,Ninguna relación,,
1959,50 a 64 años,México,Jalisco,Pacífico,Zapopan,Masculino,Casado(a) / Unión Civil,3,Sí,Terciaria/Universitaria completa o más,Jubilado(a) / pensionado(a),3,No,No,5,Entre 11.300 y 16.400,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,No sabe / Prefiere no contestar,De acuerdo,De acuerdo,Algo de acuerdo,Circunstancias fuera de su control,Placebo,Menos de 5,Menos de 5 personas,De acuerdo,Una organización que ayuda a las personas pobres.,Depende,Depende,No sabe / Prefiere no contestar,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,No sabe / Prefiere no contestar,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1952,Más de 65 años,México,Chiapas,Sur,"Huixtla,Chispas",Femenino,Casado(a) / Unión Civil,4,Sí,Media completa,"Negocio propio, independiente o por cuenta propia",2,No,Sí,No sabe / Prefiere no contestar,Entre 7.300 y 11.300,,,,,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Falta de esfuerzo por su parte,Placebo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Algo en desacuerdo,Una organización que ayuda a las personas pobres.,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Algo de acuerdo,No sabe / Prefiere no contestar,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,,,,,,,,Ninguna relación,,
1990,30 a 49 años,México,Sinaloa,Pacífico,Los mochis Sinaloa,Masculino,Casado(a) / Unión Civil,8,No,Básica incompleta,Empleado(a) de tiempo completo (8 horas por día o más),2,Sí,No,0 - Izquierda,Entre 7.300 y 11.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,De acuerdo,Circunstancias fuera de su control,Emotivo,Entre 5 y 10,Entre 5 y 10,De acuerdo,Una organización que ayuda a las personas pobres.,Depende,Bueno,Depende,Algo de acuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,Algo en desacuerdo,De acuerdo,Algo en desacuerdo,De acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1957,50 a 64 años,México,Jalisco,Pacífico,Puerto Vallarta,Masculino,Casado(a) / Unión Civil,4,Sí,Terciaria/Universitaria completa o más,Desempleado(a) y buscando trabajo,4,No,No,0 - Izquierda,Entre 7.300 y 11.300,Los tendría como vecinos,No sabe / Prefiere no contestar,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,De acuerdo,De acuerdo,Circunstancias fuera de su control,Informativo,Menos de 5,Más de 30,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,No sabe / Prefiere no contestar,Algo de acuerdo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,En desacuerdo,En desacuerdo,Algo de acuerdo,No sabe / Prefiere no contestar,Algo en desacuerdo,De acuerdo,Algo en desacuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,"Si, otro",,,"[Si, otro ]Amigos y conocidos"
1966,50 a 64 años,México,San Luis Potosí,Norte,Matehuala,Femenino,Casado(a) / Unión Civil,4,Sí,Terciaria/Universitaria completa o más,Jubilado(a) / pensionado(a),2,No,No,0 - Izquierda,Entre 7.300 y 11.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,Algo en desacuerdo,Circunstancias fuera de su control,Emotivo,Entre 5 y 10,Entre 5 y 10,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Depende,Depende,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,"Si, otro",,,"[Si, otro ]Ó"
1981,30 a 49 años,México,Oaxaca,Sur,Oaxaca,Femenino,Soltero(a),2,Sí,Básica completa,A cargo de las tareas del hogar/ crianza de los hijos,2,Sí,No,5,Entre 0 y 7.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,En desacuerdo,Algo en desacuerdo,No sabe / Prefiere no contestar,Emotivo,Entre 10 y 20,Entre 10 y 20,Algo de acuerdo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Depende,Depende,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,,,,,,,,Ninguna relación,,
1970,50 a 64 años,México,Quintana Roo,Sur,Playa del Carmen,Masculino,Casado(a) / Unión Civil,1,No,Básica completa,Empleado(a) de tiempo completo (8 horas por día o más),3,No,No,8,Entre 11.300 y 16.400,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,En desacuerdo,De acuerdo,De acuerdo,Falta de esfuerzo por su parte,Placebo,Más de 30,Entre 5 y 10,De acuerdo,Una organización que protege el medio ambiente.,Depende,Depende,Depende,Algo de acuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,"Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,,,,,
1968,50 a 64 años,México,Sonora,Pacífico,Guaymas Sonora,Masculino,Casado(a) / Unión Civil,3,Sí,Básica incompleta,Empleado(a) de tiempo completo (8 horas por día o más),3,No,No,5,Más de 25.100,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Placebo,Menos de 5,Menos de 5 personas,De acuerdo,Una organización que ayuda a las personas pobres.,Depende,Depende,Depende,Algo de acuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,,,,,,,,Ninguna relación,,
1970,50 a 64 años,México,México,Centro,Estado de mexico,Femenino,Soltero(a),4,Sí,Media incompleta,Empleado(a) de tiempo completo (8 horas por día o más),2,Sí,No,7,Entre 0 y 7.300,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,De acuerdo,De acuerdo,De acuerdo,Falta de esfuerzo por su parte,Informativo,Más de 30,Entre 20 y 30,De acuerdo,Una organización que protege el medio ambiente.,Malo,Malo,Malo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Algo de acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Algo en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,,,,,,,,Ninguna relación,,
1986,30 a 49 años,México,México,Centro,Toluca estado de México,Masculino,Casado(a) / Unión Civil,4,Sí,Básica incompleta,Empleado(a) de tiempo completo (8 horas por día o más),5 - Más ricos,Sí,No,10 - Derecha,Entre 0 y 7.300,No sabe / Prefiere no contestar,,,,De acuerdo,De acuerdo,De acuerdo,Falta de esfuerzo por su parte,Emotivo,Más de 30,Menos de 5 personas,De acuerdo,Una organización que ayuda a las personas migrantes.,Malo,No sabe / Prefiere no contestar,Depende,En desacuerdo,En desacuerdo,No sabe / Prefiere no contestar,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,Algo de acuerdo,,,,,,,,,Prefiere no contestar,
1966,50 a 64 años,México,México,Centro,Ciudad de México,Femenino,Separado(a) / Divorciado(a) / Viudo(a),1,Sí,Básica completa,Desempleado(a) y buscando trabajo,2,No,No,5,No sabe / No contesta,Los tendría como vecinos,No sabe / Prefiere no contestar,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,Algo de acuerdo,De acuerdo,Circunstancias fuera de su control,Placebo,Entre 10 y 20,No sabe / Prefiere no contestar,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Algo en desacuerdo,No sabe / Prefiere no contestar,En desacuerdo,No sabe / Prefiere no contestar,En desacuerdo,No sabe / Prefiere no contestar,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1963,50 a 64 años,México,San Luis Potosí,Norte,San Luis Potosí,Masculino,Casado(a) / Unión Civil,3,Sí,Terciaria/Universitaria incompleta,Desempleado(a) y buscando trabajo,3,No,No,0 - Izquierda,Entre 0 y 7.300,No los tendría como vecinos,No los tendría como vecinos,No los tendría como vecinos,No los tendría como vecinos,De acuerdo,De acuerdo,De acuerdo,Falta de esfuerzo por su parte,Placebo,Entre 10 y 20,Entre 5 y 10,Algo de acuerdo,Una organización que protege el medio ambiente.,Bueno,Bueno,Bueno,Algo en desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Algo de acuerdo,Algo en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1961,50 a 64 años,México,Coahuila,Norte,Piedras Negras,Masculino,Casado(a) / Unión Civil,3,Sí,Terciaria/Universitaria completa o más,Empleado(a) de tiempo completo (8 horas por día o más),3,No,No,5,Entre 16.400 y 25.100,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Algo de acuerdo,Algo de acuerdo,De acuerdo,Circunstancias fuera de su control,Informativo,Más de 30,Entre 20 y 30,Algo de acuerdo,Una organización que ayuda a las personas pobres.,Depende,Depende,Depende,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,,,,,,,,Ninguna relación,,
1959,50 a 64 años,México,Veracruz,Sur,Córdoba. Veracruz,Femenino,Separado(a) / Divorciado(a) / Viudo(a),1,Sí,Terciaria/Universitaria completa o más,"Negocio propio, independiente o por cuenta propia",3,No,No,2,Entre 11.300 y 16.400,,,,Los tendría como vecinos,De acuerdo,De acuerdo,De acuerdo,Falta de esfuerzo por su parte,Emotivo,No sabe / Prefiere no contestar,Entre 5 y 10,Algo de acuerdo,No donaría a nadie.,Depende,Bueno,Depende,De acuerdo,Algo de acuerdo,Algo en desacuerdo,En desacuerdo,En desacuerdo,Algo de acuerdo,En desacuerdo,Algo en desacuerdo,De acuerdo,De acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1998,18 a 29 años,México,Jalisco,Pacífico,guadalajara,Masculino,Casado(a) / Unión Civil,2,Sí,Media incompleta,Desempleado(a) y buscando trabajo,3,No,No,5,Entre 0 y 7.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Informativo,Más de 30,Más de 30,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Bueno,Algo de acuerdo,De acuerdo,En desacuerdo,Algo en desacuerdo,Algo en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,"Si, otro",,,"[Si, otro ]que han ido a pedir trabajo"
1975,30 a 49 años,México,Nuevo León,Norte,Guadalupe,Masculino,Casado(a) / Unión Civil,3,Sí,Media completa,Jubilado(a) / pensionado(a),3,No,No,10 - Derecha,Entre 11.300 y 16.400,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,Algo de acuerdo,De acuerdo,Circunstancias fuera de su control,Informativo,Menos de 5,Entre 5 y 10,De acuerdo,Una organización que ayuda a las personas migrantes.,Bueno,Bueno,Bueno,Algo de acuerdo,Algo de acuerdo,En desacuerdo,Algo en desacuerdo,En desacuerdo,De acuerdo,Algo en desacuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,"Si, como mis amigos",,,,,,,,,
1984,30 a 49 años,México,Distrito Federal,Centro,Cdmx,Prefiere no contestar,Casado(a) / Unión Civil,2,No,Terciaria/Universitaria completa o más,Empleado(a) de tiempo completo (8 horas por día o más),3,No,No sabe / Prefiere no contestar,3,No sabe / No contesta,Los tendría como vecinos,Los tendría como vecinos,No sabe / Prefiere no contestar,Los tendría como vecinos,Algo en desacuerdo,En desacuerdo,En desacuerdo,Circunstancias fuera de su control,Informativo,Entre 20 y 30,Entre 5 y 10,Algo de acuerdo,No donaría a nadie.,Depende,Depende,Depende,Algo en desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Algo en desacuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,,,,,"Si, como mi pareja",,,,,
1955,Más de 65 años,México,Guanajuato,Norte,San Miguel de Allende,Femenino,Casado(a) / Unión Civil,5,Sí,Básica completa,"Negocio propio, independiente o por cuenta propia",3,No,No,2,Entre 11.300 y 16.400,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,Algo de acuerdo,Falta de esfuerzo por su parte,Placebo,Entre 10 y 20,Entre 5 y 10,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Depende,Depende,En desacuerdo,Algo en desacuerdo,Algo en desacuerdo,En desacuerdo,En desacuerdo,Algo de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,,,,,,"Si, como mis vecinos",,,,
1970,50 a 64 años,México,Hidalgo,Centro,Tulancingo,Femenino,Casado(a) / Unión Civil,3,Sí,Básica completa,"Negocio propio, independiente o por cuenta propia",3,No,No,No sabe / Prefiere no contestar,Entre 7.300 y 11.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,De acuerdo,Circunstancias fuera de su control,Emotivo,Menos de 5,No sabe / Prefiere no contestar,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Depende,Algo de acuerdo,Algo de acuerdo,De acuerdo,Algo en desacuerdo,En desacuerdo,De acuerdo,No sabe / Prefiere no contestar,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1971,50 a 64 años,México,Veracruz,Sur,Veracruz,Masculino,Casado(a) / Unión Civil,1,Sí,Terciaria/Universitaria incompleta,Jubilado(a) / pensionado(a),5 - Más ricos,No,No,5,Entre 0 y 7.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,Algo de acuerdo,En desacuerdo,Circunstancias fuera de su control,Informativo,Menos de 5,Menos de 5 personas,En desacuerdo,Una organización que protege el medio ambiente.,Bueno,Bueno,Bueno,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,"Si, otro",,,"[Si, otro ]Piden dinero en las calles, no piden trabajo, les das 2 pesos y se enojan , les das comida y se enojan no les gusta buscar trabajo, en las casas cercanas a las vías algunos roban y se drogan, otros de lo que piden y reúnen se compran drogas , no buscan trabajo"
2002,18 a 29 años,México,Puebla,Centro,Chignahuapan,Femenino,Soltero(a),3,No,Media completa,No trabaja ni busca trabajo,3,Sí,No,7,Entre 11.300 y 16.400,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Placebo,Entre 10 y 20,Entre 20 y 30,Algo de acuerdo,Una organización que defiende los derechos de las mujeres.,Bueno,Bueno,Bueno,De acuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1961,50 a 64 años,México,Coahuila,Norte,Saltillo Coahuila México,Masculino,Casado(a) / Unión Civil,4,Sí,Básica completa,Jubilado(a) / pensionado(a),3,No,No,No sabe / Prefiere no contestar,Entre 0 y 7.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,De acuerdo,Falta de esfuerzo por su parte,Emotivo,Menos de 5,Menos de 5 personas,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Bueno,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
