anio,edad,pais,departamento,region,ciudad,genero,estadocivil,hogar,hijos,educacion,actividad,q10,q11,q12,q13,q14,q15r1,q15r2,q15r3,q15r4,q16r1,q16r2,q16r3,q17,q18,q19,q32,q20,q22r1,q22r2,q22r3,q23r1,q23r2,q23r3,q23r4,q23r5,q23r6,q23r7,q23r8,q24r1,q24r2,q24r3,q24r4,q24r5,q25a1,q25a2,q25a3,q25a4,q25a5,q25a6,q25a7,q25a8,q25a9,q25a1d,tratamiento
2001,18 a 29 años,Republica Dominicana,Santo Domingo,Zona 1,Santo Domingo Norte,Femenino,Soltero(a),3,No,Secundaria completa,Estudiante,2,Sí,No,8,Entre 0 y 20.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,De acuerdo,Circunstancias fuera de su control,Más de 30,Más de 30,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Bueno,Algo de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,"Si, como mis amigos",,,,,"Si, como mis vecinos",,,,,Placebo
2002,18 a 29 años,Republica Dominicana,La Romana,Zona 3,La Romana,Femenino,Soltero(a),5,No,Secundaria incompleta,Empleado(a) de tiempo parcial (menos de 8 horas por día),1 - Más pobres,Sí,No,5,Entre 0 y 20.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo en desacuerdo,De acuerdo,De acuerdo,Circunstancias fuera de su control,Entre 5 y 10,Entre 5 y 10,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Bueno,Algo de acuerdo,De acuerdo,Algo en desacuerdo,En desacuerdo,Algo en desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,"Si, otro",,,"[Si, otro ]Algunos ex vecinos",Placebo
1992,18 a 29 años,Republica Dominicana,Distrito Nacional,Zona 1,Santo Domingo,Masculino,Casado(a) / Unión Libre,4,Sí,Universitaria incompleta,"Negocio propio, independiente o por cuenta propia",2,Sí,Sí,5,Entre 20.000 y 28.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,Algo de acuerdo,En desacuerdo,No sabe / Prefiere no contestar,Más de 30,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Una organización que ayuda a las personas pobres.,Depende,Depende,Depende,En desacuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,No sabe / Prefiere no contestar,Algo en desacuerdo,De acuerdo,En desacuerdo,Algo en desacuerdo,Algo de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,"Si, como mis amigos","Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,"Si, como mis empleadores",,"Si, como mis vecinos",,,,,Placebo
2003,18 a 29 años,Republica Dominicana,Santo Domingo,Zona 1,Santo domingo,Masculino,Soltero(a),4,No,Secundaria completa,Estudiante,3,Sí,No,7,Entre 0 y 20.000,No sabe / Prefiere no contestar,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,Algo de acuerdo,Algo de acuerdo,Falta de esfuerzo por su parte,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Algo de acuerdo,Una organización que ayuda a las personas pobres.,Depende,Bueno,Bueno,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,,"Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,"Si, como mis vecinos",,,,,Placebo
1990,30 a 49 años,Republica Dominicana,Santo Domingo,Zona 1,Santo Domingo Oeste,Masculino,Casado(a) / Unión Libre,6,Sí,Universitaria incompleta,Empleado(a) de tiempo parcial (menos de 8 horas por día),3,Sí,No,5,Más de 57.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Más de 30,Entre 20 y 30,Algo de acuerdo,Una organización que protege el medio ambiente.,Bueno,Depende,Depende,Algo de acuerdo,De acuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,"Si, como mis amigos","Si, como mis conocidos (compañeros de escuela/trabajo/etc.)","Si, como mis empleados o prestadores de servicios para mi","Si, como mis empleadores",,"Si, como mis vecinos",,,,,Placebo
2003,18 a 29 años,Republica Dominicana,Santo Domingo,Zona 1,Distrito Nacional,Masculino,Soltero(a),2,Prefiere no contestar,Prefiere no contestar,Desempleado(a) y buscando trabajo,3,No,No,No sabe / Prefiere no contestar,Más de 57.000,No los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Más de 30,Entre 5 y 10,En desacuerdo,Una organización que ayuda a las personas pobres.,Depende,Bueno,Bueno,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,De acuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,Algo en desacuerdo,De acuerdo,Algo en desacuerdo,De acuerdo,"Si, como mis amigos",,,,,"Si, como mis vecinos",,,,,Placebo
1965,50 a 64 años,Republica Dominicana,Distrito Nacional,Zona 1,Sto Dgo,Femenino,Separado(a) / Divorciado(a) / Viudo(a),2,Sí,Universitaria completa o más,Empleado(a) de tiempo completo (8 horas por día o más),3,Sí,No,4,Entre 38.000 y 57.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,No sabe / Prefiere no contestar,Entre 10 y 20,De acuerdo,Una organización que ayuda a las personas migrantes.,Bueno,Bueno,Bueno,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,"Si, como mis amigos",,,,,,,,,,Placebo
1992,18 a 29 años,Republica Dominicana,Santiago,Zona 4,Santiago de los caballeros,Femenino,Soltero(a),6,Sí,Secundaria completa,Desempleado(a) y buscando trabajo,3,Sí,Sí,No sabe / Prefiere no contestar,Entre 0 y 20.000,Los tendría como vecinos,No sabe / Prefiere no contestar,Los tendría como vecinos,No sabe / Prefiere no contestar,De acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Más de 30,Entre 10 y 20,De acuerdo,Una organización que ayuda a las personas pobres.,Depende,Depende,Depende,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,De acuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,"Si, como mis amigos","Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,,,,,,Placebo
1989,30 a 49 años,Republica Dominicana,Distrito Nacional,Zona 1,Santo Domingo,Masculino,Soltero(a),5,Sí,Universitaria incompleta,Desempleado(a) y buscando trabajo,5 - Más ricos,Sí,Sí,No sabe / Prefiere no contestar,Entre 0 y 20.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,Algo de acuerdo,Falta de esfuerzo por su parte,Entre 20 y 30,Entre 5 y 10,De acuerdo,Una organización que ayuda a las personas pobres.,Depende,Bueno,Bueno,En desacuerdo,De acuerdo,Algo de acuerdo,De acuerdo,Algo en desacuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,"Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,,,,,,Placebo
2002,18 a 29 años,Republica Dominicana,Santo Domingo,Zona 1,santo domingo este,Masculino,Soltero(a),7,No,Secundaria completa,Estudiante,2,No,No,5,Entre 20.000 y 28.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,De acuerdo,Falta de esfuerzo por su parte,Entre 10 y 20,Entre 20 y 30,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Bueno,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,"Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,,,,,,Placebo
1998,18 a 29 años,Republica Dominicana,Santo Domingo,Zona 1,Santo domingo,Masculino,Soltero(a),3,No,Universitaria incompleta,Empleado(a) de tiempo completo (8 horas por día o más),3,No,No,10 - Derecha,Entre 0 y 20.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,Algo de acuerdo,Algo en desacuerdo,Circunstancias fuera de su control,Entre 5 y 10,Entre 20 y 30,De acuerdo,Una organización que ayuda a las personas pobres.,Depende,Bueno,Bueno,Algo de acuerdo,En desacuerdo,En desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,,,,,,,,Ninguna relación,,,Placebo
1991,30 a 49 años,Republica Dominicana,Santo Domingo,Zona 1,Santo domingo,Femenino,Soltero(a),5,No,Universitaria completa o más,Desempleado(a) y buscando trabajo,1 - Más pobres,No,Sí,5,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,De acuerdo,De acuerdo,Algo de acuerdo,Falta de esfuerzo por su parte,Más de 30,Entre 20 y 30,De acuerdo,Una organización que defiende los derechos de las mujeres.,Bueno,Depende,Depende,De acuerdo,De acuerdo,Algo de acuerdo,Algo en desacuerdo,No sabe / Prefiere no contestar,Algo de acuerdo,En desacuerdo,No sabe / Prefiere no contestar,De acuerdo,De acuerdo,Algo de acuerdo,De acuerdo,No sabe / Prefiere no contestar,"Si, como mis amigos",,,,,,,,,,Placebo
1988,30 a 49 años,Republica Dominicana,Santo Domingo,Zona 1,Los alcarrizos,Femenino,Soltero(a),6,No,Secundaria completa,Desempleado(a) y buscando trabajo,3,Sí,No,0 - Izquierda,No sabe / Prefiere no contestar,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,Algo de acuerdo,Algo en desacuerdo,Falta de esfuerzo por su parte,Más de 30,Entre 10 y 20,Algo de acuerdo,Una organización que ayuda a las personas pobres.,Depende,Depende,Bueno,No sabe / Prefiere no contestar,En desacuerdo,Algo de acuerdo,No sabe / Prefiere no contestar,De acuerdo,Algo de acuerdo,No sabe / Prefiere no contestar,De acuerdo,De acuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo de acuerdo,,,,,,"Si, como mis vecinos",,,,,Placebo
2001,18 a 29 años,Republica Dominicana,Santo Domingo,Zona 1,Santo Domingo este,Femenino,Soltero(a),3,No,Secundaria completa,Desempleado(a) y buscando trabajo,3,Sí,No,3,Entre 20.000 y 28.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Entre 10 y 20,Entre 20 y 30,De acuerdo,Una organización que ayuda a las personas pobres.,Depende,Depende,Depende,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,No sabe / Prefiere no contestar,Algo de acuerdo,Algo de acuerdo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,De acuerdo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Algo de acuerdo,,,,,,,,Ninguna relación,,,Placebo
1981,30 a 49 años,Republica Dominicana,Santo Domingo,Zona 1,Santo domingo este,Femenino,Soltero(a),4,Sí,Secundaria incompleta,Desempleado(a) y buscando trabajo,1 - Más pobres,Sí,No,1,Entre 20.000 y 28.000,No los tendría como vecinos,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Los tendría como vecinos,De acuerdo,De acuerdo,En desacuerdo,No sabe / Prefiere no contestar,Más de 30,Más de 30,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Malo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,,Prefiere no contestar,,Placebo
1996,18 a 29 años,Republica Dominicana,Distrito Nacional,Zona 1,Distrito Nacional,Masculino,Soltero(a),7,No,Universitaria completa o más,Desempleado(a) y buscando trabajo,4,No,No,7,Más de 57.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,De acuerdo,En desacuerdo,No sabe / Prefiere no contestar,Entre 10 y 20,Entre 20 y 30,De acuerdo,Una organización que ayuda a las personas pobres.,Depende,Depende,Depende,Algo en desacuerdo,Algo de acuerdo,Algo en desacuerdo,De acuerdo,No sabe / Prefiere no contestar,Algo de acuerdo,De acuerdo,En desacuerdo,De acuerdo,Algo de acuerdo,En desacuerdo,De acuerdo,De acuerdo,,,,,,,"Si, otro",,,"[Si, otro ]Pacientes inmigrantes",Placebo
2003,18 a 29 años,Republica Dominicana,Santo Domingo,Zona 1,villa meya,Femenino,Soltero(a),4,Sí,Primaria completa,Empleado(a) de tiempo completo (8 horas por día o más),2,Sí,Sí,5,Entre 28.000 y 38.000,No los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,De acuerdo,Circunstancias fuera de su control,Entre 10 y 20,Entre 10 y 20,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Depende,De acuerdo,Algo de acuerdo,De acuerdo,En desacuerdo,No sabe / Prefiere no contestar,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,,"Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,,,,,,Placebo
1987,30 a 49 años,Republica Dominicana,Santo Domingo,Zona 1,Santo domingo oeste,Femenino,Soltero(a),4,Sí,Secundaria completa,Prefiere no contestar,1 - Más pobres,Sí,No,0 - Izquierda,Entre 0 y 20.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,De acuerdo,Circunstancias fuera de su control,Más de 30,Más de 30,De acuerdo,Una organización que ayuda a las personas migrantes.,Bueno,Bueno,Bueno,Algo en desacuerdo,De acuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,Algo en desacuerdo,En desacuerdo,En desacuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,,"Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,,,,,,Placebo
2002,18 a 29 años,Republica Dominicana,Monseñor Nouel,Zona 2,Santo Domingo,Femenino,Soltero(a),3,No,Universitaria incompleta,Estudiante,3,Sí,No,No sabe / Prefiere no contestar,Entre 0 y 20.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo en desacuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Entre 10 y 20,Menos de 5 personas,Algo en desacuerdo,Una organización que ayuda a las personas pobres.,Depende,Depende,Bueno,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Algo en desacuerdo,Algo de acuerdo,De acuerdo,De acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,,,,,,,,,Prefiere no contestar,,Placebo
1975,30 a 49 años,Republica Dominicana,Santo Domingo,Zona 1,Santo Domingo.,Masculino,Soltero(a),4,No,Universitaria completa o más,Empleado(a) de tiempo completo (8 horas por día o más),3,No,No,No sabe / Prefiere no contestar,Entre 38.000 y 57.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Entre 20 y 30,Menos de 5 personas,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Depende,Depende,Algo de acuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,"Si, como mis amigos","Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,,"Si, otro",,,"[Si, otro ]Son mis estudiantes.",Placebo
1997,18 a 29 años,Republica Dominicana,Santo Domingo,Zona 1,Santo Domingo Este,Masculino,Soltero(a),4,No,Universitaria incompleta,Estudiante,3,Sí,No sabe / Prefiere no contestar,8,Entre 38.000 y 57.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,En desacuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Entre 20 y 30,Entre 20 y 30,En desacuerdo,Una organización que protege el medio ambiente.,Bueno,Bueno,Depende,De acuerdo,De acuerdo,Algo en desacuerdo,Algo en desacuerdo,No sabe / Prefiere no contestar,Algo de acuerdo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,"Si, como mis amigos","Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,,,,,,Placebo
1985,30 a 49 años,Republica Dominicana,Santo Domingo,Zona 1,santo domingo,Femenino,Prefiere no contestar,5,Sí,Secundaria completa,Desempleado(a) y buscando trabajo,2,Sí,No,6,No sabe / Prefiere no contestar,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,Algo de acuerdo,En desacuerdo,Circunstancias fuera de su control,Más de 30,Entre 5 y 10,Algo de acuerdo,Una organización que ayuda a las personas pobres.,Depende,Depende,Depende,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,No sabe / Prefiere no contestar,Algo en desacuerdo,Algo en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Algo de acuerdo,No sabe / Prefiere no contestar,,"Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,"Si, como mis vecinos",,,,,Placebo
2000,18 a 29 años,Republica Dominicana,San Cristóbal,Zona 2,San Cristóbal,Masculino,Soltero(a),2,No,Universitaria incompleta,Estudiante,3,Sí,Sí,10 - Derecha,Entre 0 y 20.000,No los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,En desacuerdo,En desacuerdo,Circunstancias fuera de su control,Entre 10 y 20,Entre 5 y 10,En desacuerdo,Una organización que ayuda a las personas pobres.,Depende,Bueno,Depende,Algo en desacuerdo,Algo en desacuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,"Si, como mis amigos","Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,,"Si, otro",,,"[Si, otro ]Venezolanos que asisten a la misma iglesia que yo",Placebo
1984,30 a 49 años,Republica Dominicana,Duarte,Zona 3,Pimentel,Femenino,Casado(a) / Unión Libre,6,Sí,Universitaria completa o más,Empleado(a) de tiempo parcial (menos de 8 horas por día),3,Sí,No,5,Más de 57.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,Algo de acuerdo,Algo en desacuerdo,Falta de esfuerzo por su parte,Entre 10 y 20,Entre 20 y 30,Algo de acuerdo,No sabe / Prefiere no contestar,Depende,Depende,Depende,Algo de acuerdo,Algo de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Algo en desacuerdo,Algo en desacuerdo,En desacuerdo,No sabe / Prefiere no contestar,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo de acuerdo,"Si, como mis amigos","Si, como mis conocidos (compañeros de escuela/trabajo/etc.)","Si, como mis empleados o prestadores de servicios para mi","Si, como mis empleadores",,"Si, como mis vecinos",,,,,Placebo
1966,50 a 64 años,Republica Dominicana,Santiago,Zona 4,licey al medio stgo,Femenino,Separado(a) / Divorciado(a) / Viudo(a),5,Sí,Universitaria completa o más,"Negocio propio, independiente o por cuenta propia",2,Sí,Sí,2,Entre 0 y 20.000,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Más de 30,Entre 5 y 10,De acuerdo,Una organización que ayuda a las personas pobres.,No sabe / Prefiere no contestar,Depende,Depende,Algo de acuerdo,De acuerdo,Algo de acuerdo,Algo en desacuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,,Placebo
